año,Departamento,Municipio,Lugar Decomiso,Situacion,Autoridad que incauto,nom tipo especie,Nombre comun,Nombre cientifico,Cantidad
2014,RISARALDA,PEREIRA,PANORAMA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,PUNCTATA,DASYPROCTA PUNCTATA,1
2014,RISARALDA,LA VIRGINIA,ZONA RURAL,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,3
2014,RISARALDA,PEREIRA,LA FLORIDA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,AVENIDA DE LAS AMERICAS,HALLAZGO,CARDER,AVES,CHILENSIS,VANELLUS CHILENSIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA FRENTIAMARILLA,AMAZONA AMAZONICA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,NACEDEROS,HALLAZGO,,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,1
2014,RISARALDA,QUINCHÍA,IRRA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORDEDORA,CHELYDRA SERPENTINA,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,SANTA ROSA DE CABAL,VIA TERMALES,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,CHALCOPTERUS,PIONUS CHALCOPTERUS,1
2014,RISARALDA,BALBOA,LA QUIEBRA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,PUNCTATA,DASYPROCTA PUNCTATA,1
2014,RISARALDA,MARSELLA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,HORMIGUERO,TAMANDUA TETRADACTYLA,1
2014,RISARALDA,PEREIRA,EL MANZANO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,MOMOTA,MOMOTUS MOMOTA,1
2014,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,CENTRO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,VILLA SANTANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,GRISEUS,NYCTIBIUS GRISEUS,1
2014,RISARALDA,LA VIRGINIA,VIA APIA-LA VIRGINIA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,RUSTICA,HIRUNDO RUSTICA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,RUSTICA,HIRUNDO RUSTICA,1
2014,RISARALDA,PEREIRA,AVENIDA DEL RIO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,INFUSCATUS,PHIMOSUS INFUSCATUS,1
2014,RISARALDA,DOSQUEBRADAS,FRAILES,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,BOA,BOA CONSTRICTOR,1
2014,RISARALDA,PEREIRA,BOSTON,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,GRISEUS,NYCTIBIUS GRISEUS,1
2014,RISARALDA,SANTA ROSA DE CABAL,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2014,RISARALDA,PEREIRA,ARABIA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,BRANICKII,DINOMYS BRANICKII,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,SPARVERIUS,FALCO SPARVERIUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,LA VIRGINIA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,3
2014,RISARALDA,PEREIRA,CENTRO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,INFUSCATUS,PHIMOSUS INFUSCATUS,1
2014,RISARALDA,PEREIRA,LA FLORIDA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,SPARVERIUS,FALCO SPARVERIUS,1
2014,RISARALDA,PEREIRA,PARQUE INDUSTRIAL,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2014,RISARALDA,PEREIRA,POBLADO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,SERPIENTE,MASTIGODRYAS BODDAERTI,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ALTAGRACIA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,HOFFMANNI,CHOLOEPUS HOFFMANNI W.H. PETERS,1
2014,RISARALDA,DOSQUEBRADAS,CAMPESTRE B,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,TALPACOTI,COLUMBINA TALPACOTI,1
2014,RISARALDA,PEREIRA,BRISAS DEL CONSOTA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,OJO DE GATO,LEPTODEIRA SEPTENTRIONALI,1
2014,RISARALDA,PEREIRA,AVENIDA DEL RIO,HALLAZGO,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,AVENIDA DEL RIO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TAPACULO,KINOSTERNON SCORPIOIDES,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,ATRATUS,CORAGYPS ATRATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,HICOTEA,TRACHEMYS CALLIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,SAN JOAQUÍN,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,NEBULATA,SIBON NEBULATA,1
2014,RISARALDA,DOSQUEBRADAS,LA BADEA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ARABIA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,BRANICKII,DINOMYS BRANICKII,1
2014,RISARALDA,PEREIRA,POBLADO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2014,RISARALDA,PEREIRA,AVENIDA DE LAS AMERICAS,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,FALSA CORAL,ERYTHROLAMPRUS  BIZONA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,AVENIDA DEL RIO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,CORAIS,DRYMARCHON CORAIS MELANURUS,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MARSUPIALIS,DIDELPHIS MARSUPIALIS,1
2014,RISARALDA,PEREIRA,BOSTON,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,1
2014,RISARALDA,PEREIRA,CERRITOS,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,CERRITOS,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,1
2014,RISARALDA,PEREIRA,TRES PUERTAS,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,CAZADORA,SPILOTES PULLATUS,1
2014,RISARALDA,PEREIRA,LA HONDA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,HOFFMANNI,CHOLOEPUS HOFFMANNI W.H. PETERS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,SAN JOSE,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,AVES,GARZA,ARDEA ALBA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MARSUPIALIS,DIDELPHIS MARSUPIALIS,1
2014,RISARALDA,PEREIRA,CORALES,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MARSUPIALIS,DIDELPHIS MARSUPIALIS,1
2015,RISARALDA,PEREIRA,GAMMA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,FLAVUS,POTOS FLAVUS (SCHREBER),1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,AVENIDA DEL RIO,HALLAZGO,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,SANTA ROSA DE CABAL,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,PINARES,HALLAZGO,ZOOLOGICO MATECAÑA,ARTROPODOS,LANGOSTA DE RIO,MACROBRACHIUM CARCINUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,PEREZOSO DE ANTIFAZ,BRADYPUS VARIEGATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,AEROPUERTO INTERNACIONAL MATECAÑA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,LA VIRGINIA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,HICOTEA,TRACHEMYS CALLIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MOLUSCOS,CARACOL,MEGALONULIM OBLONGUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,MARTEJA,AOTUS SP,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,NACEDEROS,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,LA FLORIDA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,PRASINU ALBIVITTA,AULACORHYNCHUS PRASINU ALBIVITTA (BOISSONNEAU),1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA OREJI ROJA,TRACHEMYS ELEGANS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,ARICULATA,ZENEIDA ARICULATA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,RUSTICA,HIRUNDO RUSTICA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,GALICIA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,VÍA A ARMENIA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,CARPINTERO,MELANERPES SP,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,CAPARAZON ARMADILLO,DASYPUS NOVEMCINCTUS,1
2014,RISARALDA,PEREIRA,EL TIGRE,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,SULPHURATUS,PITANGUS SULPHURATUS,1
2014,RISARALDA,PEREIRA,2500 LOTES,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,HICOTEA,TRACHEMYS CALLIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,TALPACOTI,COLUMBINA TALPACOTI,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TAPACULO,KINOSTERNON SCORPIOIDES,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,GUACAMAYA AZUL AMARILLA,ARA ARARAUNA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,IGNOBILIS,TURDUS IGNOBILIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,AVES,ARICULATA,ZENEIDA ARICULATA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA OREJI ROJA,TRACHEMYS ELEGANS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,BUHO RAYADO,ASIO CLAMATUR,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,GRISEUS,NYCTIBIUS GRISEUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,TALPACOTI,COLUMBINA TALPACOTI,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,SULPHURATUS,PITANGUS SULPHURATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,MAMIFEROS,SENICULUS SENICULUS,ALOUATTA SENICULUS SENICULUS (LINNAEUS),1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,CARACARA,CARACARA PLANCUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,EPISCOPUS,THRAUPIS EPISCOPUS,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,MAMIFEROS,HOFFMANNI,CHOLOEPUS HOFFMANNI W.H. PETERS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,SPARVERIUS,FALCO SPARVERIUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MATA MATA,CHELUS FIMBRIATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TARICAYA,PODOCNEMYS UNIFILIS,1
2014,RISARALDA,PEREIRA,NACEDEROS,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,CARDER,AVES,ATRATUS,CORAGYPS ATRATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,SERPIENTE,IMANTODES CENCHOA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,AMERICANUS,COCCYZUS AMERICANUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,MONO ARDILLA,SAIMIRI SCIUREUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,ZONARIS,STREPTOPROCNE ZONARIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,GAVILAN,FALCO RUFIGULARIS,1
2014,RISARALDA,PEREIRA,LA FLORIDA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,MARTINICA,PORPHYRULA MARTINICA (LINNAEUS),1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,EPISCOPUS,THRAUPIS EPISCOPUS,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,SANTA ROSA DE CABAL,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,MORROCOY,CHELONOIDES DENTICULATA,1
2014,RISARALDA,SANTA ROSA DE CABAL,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,SANTA ROSA DE CABAL,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,NOVEMCINCTUS,DASYPUS NOVEMCINCTUS LINNAEUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA CHARAPA,PODOCNEMYS EXPANSA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,ARICULATA,ZENEIDA ARICULATA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,INFUSCATUS,PHIMOSUS INFUSCATUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,ARACNIDOS,TARANTULA,TARANTULA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,SERPIENTE,IMANTODES CENCHOA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,THOUS,CERDOCYON THOUS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,MORROCOY,CHELONOIDES DENTICULATA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TARICAYA,PODOCNEMYS UNIFILIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,PISINGOS,DENDROCYGNA AUTUMNALIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,AVES,NYCTICORAX,NYCTICORAX NYCTICORAX,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,IGUANA,IGUANA IGUANA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,HICOTEA,TRACHEMYS CALLIROSTRIS,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TAPACULO,KINOSTERNON SCORPIOIDES,1
2014,RISARALDA,PEREIRA,CUBA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
2014,RISARALDA,PEREIRA,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,1
2014,RISARALDA,DOSQUEBRADAS,ZONA URBANA,HALLAZGO,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,1
